"","instnm","conference","r_squared"
"160","Arizona State","Pac 12",0.263763108067679
"161","Arizona State","Pac 12",0.0697708631892367
"162","Arizona State","Pac 12",0.0586438706330793
"163","Arizona State","Pac 12",0.194188270232446
"164","Arizona State","Pac 12",0.00166864055322768
"165","Arizona State","Pac 12",0.0295965760181669
"166","Arizona State","Pac 12",0.330557229938185
"167","Arizona State","Pac 12",0.0747489812871941
"168","Arizona State","Pac 12",0.342927375471512
"169","Arizona State","Pac 12",0.00357085891894657
"170","Arizona State","Pac 12",0.00419597598814968
"171","Arizona State","Pac 12",0.175998916338645
"172","Arizona State","Pac 12",0.0421602948372109
"173","Arizona State","Pac 12",0.000589640579797054
"174","Arizona State","Pac 12",0.00127740344359252
"175","Arizona State","Pac 12",0.000914887302876435
"176","Arizona State","Pac 12",8.40974601098451e-07
"177","Arizona State","Pac 12",0.0129401878051958
"178","Arizona State","Pac 12",0.242681772483879
"179","Arizona State","Pac 12",7.98734499888615e-06
"180","Arizona State","Pac 12",0.147499789961486
"181","Arizona State","Pac 12",0.625275181569498
"182","Arizona State","Pac 12",0.0415513870505193
"183","Arizona State","Pac 12",0.0676100255867141
"184","Arizona State","Pac 12",0.172031956896105
"185","Arizona State","Pac 12",0.335187819757545
"186","Arizona State","Pac 12",0.0132392442599523
"187","Arizona State","Pac 12",0.153658359040955
"188","Arizona State","Pac 12",0.303517534747869
"189","Arizona State","Pac 12",0.0598128955944313
"190","Arizona State","Pac 12",0.162296862872956
"191","Arizona State","Pac 12",0.0541710902358153
"192","Arizona State","Pac 12",0.117971305140849
"193","Arizona State","Pac 12",0.211536477845992
"194","Arizona State","Pac 12",0.0769971436156468
"195","Arizona State","Pac 12",0.238518324932235
"196","Arizona State","Pac 12",0.277022626646331
"197","Arizona State","Pac 12",0.00428981093639062
"198","Arizona State","Pac 12",0.176197292176077
"199","Arizona State","Pac 12",0.0819297946001285
"200","Arizona State","Pac 12",0.00569861262204878
"201","Arizona State","Pac 12",0.0431613701070231
"202","Arizona State","Pac 12",0.00220619292525473
"203","Arizona State","Pac 12",0.0452379384071856
"204","Arizona State","Pac 12",0.000162036531339402
"205","Arizona State","Pac 12",0.026357101104003
"206","Arizona State","Pac 12",0.0992636028098887
"207","Arizona State","Pac 12",0.0856527727158352
"208","Arizona State","Pac 12",0.0143588437084367
"209","Arizona State","Pac 12",0.326068420327425
"210","Arizona State","Pac 12",0.0626620897552395
"211","Arizona State","Pac 12",0.0224057021550614
"212","Arizona State","Pac 12",0.00154978119016532
"213","Arizona State","Pac 12",0.705043985252127
"214","Arizona State","Pac 12",0.292077727563761
"215","Arizona State","Pac 12",0.0133214665794779
"216","Arizona State","Pac 12",0.2524607958869
"217","Arizona State","Pac 12",0.399972972341782
"218","Arizona State","Pac 12",0.00394672228911632
"219","Arizona State","Pac 12",0.123572816361823
"220","Arizona State","Pac 12",0.140432001785969
"221","Arizona State","Pac 12",0.0444401340533715
"222","Arizona State","Pac 12",0.387222828404441
"223","Arizona State","Pac 12",0.120906507884119
"224","Arizona State","Pac 12",0.184486169193652
"225","Arizona State","Pac 12",0.100147388956528
"226","Arizona State","Pac 12",0.0578914519483273
"227","Arizona State","Pac 12",0.0554702470177792
"228","Arizona State","Pac 12",0.0503492997207307
"229","Arizona State","Pac 12",0.0785226249307488
"230","Arizona State","Pac 12",0.0293298624993283
"231","Arizona State","Pac 12",0.02983270548639
"232","Arizona State","Pac 12",0.0959208673130029
"233","Arizona State","Pac 12",0.130849516301272
"234","Arizona State","Pac 12",0.198902668851239
"235","Arizona State","Pac 12",0.314268615498189
"236","Arizona State","Pac 12",0.0521491444085649
"237","Arizona State","Pac 12",0.852721474543619
"238","Arizona State","Pac 12",0.0602559289504577
"239","Arizona State","Pac 12",0.173134551336137
"240","Arizona State","Pac 12",0.058352450188429
"241","Arizona State","Pac 12",0.000261434898936835
"242","Arizona State","Pac 12",0.000422332663083648
"243","Arizona State","Pac 12",0.147177879134301
"244","Arizona State","Pac 12",0.172518523403021
"245","Arizona State","Pac 12",0.062618983091168
"246","Arizona State","Pac 12",0.0573337239652676
"247","Arizona State","Pac 12",0.0050291057743609
"248","Arizona State","Pac 12",0.000896494849945744
"249","Arizona State","Pac 12",0.265270544616184
"250","Arizona State","Pac 12",0.292297751732835
"251","Arizona State","Pac 12",0.113514441429467
"252","Arizona State","Pac 12",0.0368010818028167
"253","Arizona State","Pac 12",0.00110404093835957
"254","Arizona State","Pac 12",0.0865023532941617
"255","Arizona State","Pac 12",0.000123877397790787
"256","Arizona State","Pac 12",7.18262557793737e-06
"257","Arizona State","Pac 12",0.0274459739341062
"258","Arizona State","Pac 12",0.599615274231124
"259","Arizona State","Pac 12",0.0107377879816212
"260","Arizona State","Pac 12",0.0325774185543626
"261","Arizona State","Pac 12",0.145455877902681
"262","Arizona State","Pac 12",0.095938982087741
"263","Arizona State","Pac 12",0.169066494305391
"264","Arizona State","Pac 12",0.0046072348662174
"265","Arizona State","Pac 12",0.107828943124828
"266","Arizona State","Pac 12",0.100392089798034
"267","Arizona State","Pac 12",0.869005826930626
"268","Arizona State","Pac 12",0.000691187352273906
"269","Arizona State","Pac 12",0.144094603162434
"270","Arizona State","Pac 12",0.152196594145499
"271","Arizona State","Pac 12",0.0790565665466333
"272","Arizona State","Pac 12",0.0223919521390822
"273","Arizona State","Pac 12",0.145673737122558
"274","Arizona State","Pac 12",0.28874257124883
"275","Arizona State","Pac 12",0.0336937727029688
"276","Arizona State","Pac 12",0.105977815295897
"277","Arizona State","Pac 12",0.247797782468509
"278","Arizona State","Pac 12",0.0607836308203637
"279","Arizona State","Pac 12",0.00101646374138906
"280","Arizona State","Pac 12",0.490235453665377
"281","Arizona State","Pac 12",0.0397062220308748
"282","Arizona State","Pac 12",0.0955815206265153
"283","Arizona State","Pac 12",0.0423194322626415
"284","Arizona State","Pac 12",0.00482942472801912
"285","Arizona State","Pac 12",0.0124749128341444
"286","Arizona State","Pac 12",0.109225131359591
"287","Arizona State","Pac 12",0.00211297151895153
"288","Arizona State","Pac 12",0.0160408553334466
"289","Arizona State","Pac 12",0.21881974264365
"290","Arizona State","Pac 12",0.0767685501988775
"291","Arizona State","Pac 12",0.220691004818747
"292","Arizona State","Pac 12",0.34595718733984
"293","Arizona State","Pac 12",0.268986992622426
"294","Arizona State","Pac 12",0.00276545553162307
"295","Arizona State","Pac 12",0.0202420066824219
"296","Arizona State","Pac 12",0.118412833331406
"297","Arizona State","Pac 12",0.595688135051048
"298","Arizona State","Pac 12",0.0603919713062278
"299","Arizona State","Pac 12",0.00620885507032486
"300","Arizona State","Pac 12",0.0546778359388085
"301","Arizona State","Pac 12",0.00259604310297536
"302","Arizona State","Pac 12",0.173881978697606
"303","Arizona State","Pac 12",0.0325029968971247
"304","Arizona State","Pac 12",0.064742670600456
"305","Arizona State","Pac 12",0.070100981387649
"306","Arizona State","Pac 12",3.78304846889155e-05
"307","Arizona State","Pac 12",0.0356352618975743
"308","Arizona State","Pac 12",0.0224534156632643
"309","Arizona State","Pac 12",0.0414892331416854
"310","Arizona State","Pac 12",0.00475246975976143
"311","Arizona State","Pac 12",0.0355553658434641
"312","Arizona State","Pac 12",0.00943565867073684
"313","Arizona State","Pac 12",0.0182132634845347
"314","Arizona State","Pac 12",0.117117517895384
"315","Arizona State","Pac 12",0.0704598088034325
"316","Arizona State","Pac 12",0.0118746192000918
"317","Arizona State","Pac 12",0.00268480823565307
"318","Arizona State","Pac 12",0.000329962383623142
"319","Arizona State","Pac 12",0.293984180436509
"320","Arizona State","Pac 12",0.0216666192449755
"321","Arizona State","Pac 12",0.408284744484345
"322","Arizona State","Pac 12",0.0166702409064339
"323","Arizona State","Pac 12",0.477213408200902
"324","Arizona State","Pac 12",1.3782137983798e-05
"325","Arizona State","Pac 12",0.0469866920598487
"326","Arizona State","Pac 12",0.149979171858325
"327","Arizona State","Pac 12",0.185883408920352
"328","Arizona State","Pac 12",0.1982826864872
"329","Arizona State","Pac 12",0.0135903995646534
"330","Arizona State","Pac 12",0.0035497216902597
"331","Arizona State","Pac 12",0.26208328541508
"332","Arizona State","Pac 12",0.0468012653719744
"333","Arizona State","Pac 12",0.00247515210690726
"334","Arizona State","Pac 12",0.121593950721796
"335","Arizona State","Pac 12",0.000311819827298451
"336","Arizona State","Pac 12",0.00317994584213982
"337","Arizona State","Pac 12",0.0111018270931567
"338","Arizona State","Pac 12",0.0173190786247835
"339","Arizona State","Pac 12",0.000979319964208659
"340","Arizona State","Pac 12",0.276922932405438
"341","Arizona State","Pac 12",0.0794400488198284
"342","Arizona State","Pac 12",0.00306504122911207
"343","Arizona State","Pac 12",0.000832992200455377
"344","Arizona State","Pac 12",0.249322331109845
"345","Arizona State","Pac 12",0.489725961870382
"346","Arizona State","Pac 12",0.591398160614837
"347","Arizona State","Pac 12",0.00522387896106776
"348","Arizona State","Pac 12",0.000642526115273477
"349","Arizona State","Pac 12",0.249309444604804
"350","Arizona State","Pac 12",0.0250340299004375
"351","Arizona State","Pac 12",0.0934809348472242
"352","Arizona State","Pac 12",0.232725566177477
"353","Arizona State","Pac 12",0.00943153793707721
"354","Arizona State","Pac 12",0.0873306300737214
"355","Arizona State","Pac 12",0.0149713935031604
"356","Arizona State","Pac 12",0.077255317515075
"357","Arizona State","Pac 12",0.290746703421229
"358","Arizona State","Pac 12",0.171373666131191
"359","Arizona State","Pac 12",0.267173731132884
"360","Arizona State","Pac 12",0.0379772859250366
"361","Arizona State","Pac 12",0.0990916426700035
"362","Arizona State","Pac 12",0.808008028959111
"363","Arizona State","Pac 12",0.273884443969026
"364","Arizona State","Pac 12",0.0169506955036386
"365","Arizona State","Pac 12",0.0312728963925622
"366","Arizona State","Pac 12",0.0460179047750797
"367","Arizona State","Pac 12",2.07589397707626e-05
"368","Arizona State","Pac 12",0.00545840351133847
"369","Arizona State","Pac 12",0.24539748395567
"370","Arizona State","Pac 12",0.0799818255285254
"371","Arizona State","Pac 12",0.0012250935182135
"372","Arizona State","Pac 12",0.0290917799322175
"373","Arizona State","Pac 12",0.0926359528673407
"374","Arizona State","Pac 12",0.00329764574046552
"375","Arizona State","Pac 12",0.0350483780957849
"376","Arizona State","Pac 12",0.173164728582102
"377","Arizona State","Pac 12",0.00218134146922487
"378","Arizona State","Pac 12",0.00319692979416915
"379","Arizona State","Pac 12",0.534851037506835
"380","Arizona State","Pac 12",0.0107426636329266
"381","Arizona State","Pac 12",0.0402549093661842
"382","Arizona State","Pac 12",0.335466269373076
"383","Arizona State","Pac 12",0.0474987600819231
"384","Arizona State","Pac 12",0.0289993020027647
"385","Arizona State","Pac 12",0.000560207756116765
"386","Arizona State","Pac 12",0.176733102608704
"387","Arizona State","Pac 12",0.000270896663602327
"388","Arizona State","Pac 12",0.0542674205441748
"389","Arizona State","Pac 12",0.163910333391498
"390","Arizona State","Pac 12",0.786334188255539
"391","Arizona State","Pac 12",0.022158577475487
"392","Arizona State","Pac 12",0.00055354809538344
"393","Arizona State","Pac 12",0.0220105310336337
"394","Arizona State","Pac 12",0.033539779323216
"395","Arizona State","Pac 12",0.00632065060038783
"396","Arizona State","Pac 12",0.0288774928105902
"397","Arizona State","Pac 12",0.0263406320462146
"398","Arizona State","Pac 12",0.00724402213507633
"399","Arizona State","Pac 12",0.141203262931019
"400","Arizona State","Pac 12",0.0452777442787584
"401","Arizona State","Pac 12",0.184862583040321
"402","Arizona State","Pac 12",0.0372467553692164
"403","Arizona State","Pac 12",0.0436778708342801
"404","Arizona State","Pac 12",0.0957892315155923
"405","Arizona State","Pac 12",0.00514488048843111
"406","Arizona State","Pac 12",0.0501299081740491
"407","Arizona State","Pac 12",0.0700886045750281
"408","Arizona State","Pac 12",0.062878942471142
"409","Arizona State","Pac 12",0.0483367715898928
"410","Arizona State","Pac 12",0.497029096766921
"411","Arizona State","Pac 12",0.207190205941025
"412","Arizona State","Pac 12",0.174594230521168
"413","Arizona State","Pac 12",0.0253936671338277
"414","Arizona State","Pac 12",0.0051448804884311
"415","Arizona State","Pac 12",0.0122965256427141
"416","Arizona State","Pac 12",0.127760659842101
"417","Arizona State","Pac 12",0.00417020601043308
"418","Arizona State","Pac 12",0.462075439273921
"419","Arizona State","Pac 12",1.80812153240667e-05
"420","Arizona State","Pac 12",0.00309229128131446
"421","Arizona State","Pac 12",0.0631116211431067
"422","Arizona State","Pac 12",0.714147331701213
"423","Arizona State","Pac 12",0.112683588600242
"424","Arizona State","Pac 12",0.185211601852672
"425","Arizona State","Pac 12",0.0156390664224368
"426","Arizona State","Pac 12",0.0161494877403962
"427","Arizona State","Pac 12",0.117617266181731
"428","Arizona State","Pac 12",0.500035966464158
"429","Arizona State","Pac 12",0.0962441022161354
"430","Arizona State","Pac 12",0.304424120650677
"431","Arizona State","Pac 12",0.197741690048087
"432","Arizona State","Pac 12",0.502316950076054
"433","Arizona State","Pac 12",0.000386869037108411
"434","Arizona State","Pac 12",0.065281370350951
"435","Arizona State","Pac 12",0.116330621475147
"436","Arizona State","Pac 12",0.0807253432718717
"437","Arizona State","Pac 12",0.0969766752686859
"438","Arizona State","Pac 12",0.0131421703875705
"439","Arizona State","Pac 12",0.102409849764115
"440","Arizona State","Pac 12",0.0400441209546626
"441","Arizona State","Pac 12",0.3973981672672
"442","Arizona State","Pac 12",0.10442207854553
"443","Arizona State","Pac 12",0.00783813263721347
"444","Arizona State","Pac 12",0.0979059491460914
"445","Arizona State","Pac 12",0.0103958815334847
"446","Arizona State","Pac 12",0.0796466581803984
"447","Arizona State","Pac 12",0.00561759050384309
"448","Arizona State","Pac 12",0.0994461833568816
"449","Arizona State","Pac 12",0.47053595087781
"450","Arizona State","Pac 12",0.00496923846670905
"451","Arizona State","Pac 12",0.0053662395521924
"452","Arizona State","Pac 12",0.0143699358051669
"453","Arizona State","Pac 12",0.0173599515972566
"454","Arizona State","Pac 12",0.0160167234196619
"455","Arizona State","Pac 12",0.126219358661652
"456","Arizona State","Pac 12",0.00309021378523893
"457","Arizona State","Pac 12",0.30406549992236
"458","Arizona State","Pac 12",0.173821040973267
"459","Arizona State","Pac 12",0.0824656987631445
"460","Arizona State","Pac 12",0.000244431829020082
"461","Arizona State","Pac 12",0.0248553203831898
"462","Arizona State","Pac 12",0.0320898678419384
"463","Arizona State","Pac 12",8.3446771461378e-08
"464","Arizona State","Pac 12",0.00518157236978759
"465","Arizona State","Pac 12",0.0491823169744119
"466","Arizona State","Pac 12",0.160327903040423
"467","Arizona State","Pac 12",0.0971052938731596
"468","Arizona State","Pac 12",0.00422668984293159
"469","Arizona State","Pac 12",0.223505396302461
"470","Arizona State","Pac 12",0.0909700704632754
"471","Arizona State","Pac 12",0.299364583545433
"472","Arizona State","Pac 12",0.00616058847710984
"473","Arizona State","Pac 12",0.00901261185232169
"474","Arizona State","Pac 12",0.00221200438383742
"475","Arizona State","Pac 12",0.187297822108324
"476","Arizona State","Pac 12",0.172685180499234
"477","Arizona State","Pac 12",0.128326285009987
"478","Arizona State","Pac 12",0.0162163385970546
"479","Arizona State","Pac 12",0.37981590385041
"480","Arizona State","Pac 12",0.00067494391028516
"481","Arizona State","Pac 12",0.354332695148305
"482","Arizona State","Pac 12",0.186481232833248
"483","Arizona State","Pac 12",0.00539053929789215
"484","Arizona State","Pac 12",0.0645623767421435
"485","Arizona State","Pac 12",0.0823270924390504
"486","Arizona State","Pac 12",0.0476544894628711
"487","Arizona State","Pac 12",3.34255021485936e-06
"488","Arizona State","Pac 12",0.00598689898811772
"489","Arizona State","Pac 12",0.355058429087516
"490","Arizona State","Pac 12",0.0298046550760205
"491","Arizona State","Pac 12",0.0348690071667625
"492","Arizona State","Pac 12",0.0529398714561822
"493","Arizona State","Pac 12",0.131740340012361
"494","Arizona State","Pac 12",0.012129948879796
"495","Arizona State","Pac 12",0.0595841480107501
"496","Arizona State","Pac 12",0.00126541230557197
"497","Arizona State","Pac 12",0.0180507488393175
"498","Arizona State","Pac 12",0.143161836732218
"499","Arizona State","Pac 12",0.0015012608062983
"500","Arizona State","Pac 12",0.484716515805499
"501","Arizona State","Pac 12",0.0170351880788652
"502","Arizona State","Pac 12",0.0555300045891053
"503","Arizona State","Pac 12",0.032008739508983
"504","Arizona State","Pac 12",0.000162601141739207
"505","Arizona State","Pac 12",0.188108797278339
"506","Arizona State","Pac 12",0.00662162907945112
"507","Arizona State","Pac 12",0.0225579177021026
"508","Arizona State","Pac 12",0.0455370110457922
"509","Arizona State","Pac 12",0.112980018929497
"510","Arizona State","Pac 12",0.00891840841199762
"511","Arizona State","Pac 12",0.0924048842156669
"512","Arizona State","Pac 12",0.00357361950216143
"513","Arizona State","Pac 12",0.0905040828430639
"514","Arizona State","Pac 12",0.153442562928358
"515","Arizona State","Pac 12",0.735106949951295
"516","Arizona State","Pac 12",0.0238647159399439
"517","Arizona State","Pac 12",0.0230935293157775
"518","Arizona State","Pac 12",0.0228607131528812
"519","Arizona State","Pac 12",0.135427141569951
"520","Arizona State","Pac 12",0.00716501754788649
"521","Arizona State","Pac 12",0.253729303531884
"522","Arizona State","Pac 12",0.01215035361628
"523","Arizona State","Pac 12",0.353182344840462
"524","Arizona State","Pac 12",0.172803301331292
"525","Arizona State","Pac 12",0.00040369192476095
"526","Arizona State","Pac 12",0.00118877654158812
"527","Arizona State","Pac 12",0.0914848742591105
"528","Arizona State","Pac 12",0.0410199764140587
"529","Arizona State","Pac 12",0.00656972363448673
"530","Arizona State","Pac 12",0.583712567509895
"531","Arizona State","Pac 12",0.106190985695907
"532","Arizona State","Pac 12",0.0460236337302951
"533","Arizona State","Pac 12",0.15029247916962
"534","Arizona State","Pac 12",0.236414292981119
"535","Arizona State","Pac 12",0.02903702693402
"536","Arizona State","Pac 12",0.00363805341890171
"537","Arizona State","Pac 12",0.129031805262086
"538","Arizona State","Pac 12",0.362814247612601
"539","Arizona State","Pac 12",0.423548543264891
"540","Arizona State","Pac 12",0.496222882059976
"541","Arizona State","Pac 12",0.18954992579175
"542","Arizona State","Pac 12",0.333551099966433
"543","Arizona State","Pac 12",0.160661007139651
"544","Arizona State","Pac 12",0.00127895608780689
"545","Arizona State","Pac 12",0.30410599375941
"546","Arizona State","Pac 12",0.000122972085470444
"547","Arizona State","Pac 12",0.158363102907527
"548","Arizona State","Pac 12",0.203235155542459
"549","Arizona State","Pac 12",0.000391345910614989
"550","Arizona State","Pac 12",0.468760422850666
"551","Arizona State","Pac 12",0.18781828125333
"552","Arizona State","Pac 12",0.0769893369875604
"553","Arizona State","Pac 12",0.0132666210970756
"554","Arizona State","Pac 12",0.100829620877155
"555","Arizona State","Pac 12",0.0627818806445302
"556","Arizona State","Pac 12",0.0918283071150858
"557","Arizona State","Pac 12",0.0185783409370407
"558","Arizona State","Pac 12",0.0116392748681035
"559","Arizona State","Pac 12",0.614092741429345
"560","Arizona State","Pac 12",0.00119094222332913
"561","Arizona State","Pac 12",0.00182383330993006
"562","Arizona State","Pac 12",0.482359153153248
"563","Arizona State","Pac 12",0.0518476367557215
"564","Arizona State","Pac 12",0.000312239765023547
"565","Arizona State","Pac 12",0.316103443283767
"566","Arizona State","Pac 12",0.308090904242358
"567","Arizona State","Pac 12",0.00746154227511761
"568","Arizona State","Pac 12",0.0908407934637529
"569","Arizona State","Pac 12",0.0196569438316877
"570","Arizona State","Pac 12",0.697057507487111
"571","Arizona State","Pac 12",0.253945858838075
"572","Arizona State","Pac 12",0.374347942814571
"573","Arizona State","Pac 12",0.184877049876403
"574","Arizona State","Pac 12",0.130976749438396
"575","Arizona State","Pac 12",0.30339335749454
"576","Arizona State","Pac 12",0.130725632250096
"577","Arizona State","Pac 12",0.073975156080908
"578","Arizona State","Pac 12",0.0746761099319246
"579","Arizona State","Pac 12",0.0240031439417085
"580","Arizona State","Pac 12",0.0482434340659946
"581","Arizona State","Pac 12",0.149856086513912
"582","Arizona State","Pac 12",0.128953491000057
"583","Arizona State","Pac 12",0.0180323907608158
"584","Arizona State","Pac 12",0.117182489141849
"585","Arizona State","Pac 12",0.00012674687420709
"586","Arizona State","Pac 12",0.0497568611464104
"587","Arizona State","Pac 12",0.0496493802426356
"588","Arizona State","Pac 12",0.016350855633702
"589","Arizona State","Pac 12",0.0413137038539896
"590","Arizona State","Pac 12",0.142889932733525
"591","Arizona State","Pac 12",0.0849600835048221
